lot,ocena
PA/1874,80
PA/1875,71
PA/1876,85
PA/1877,83
PA/1878,81
PA/1879,83
PA/1880,67
PA/1881,71
PA/1882,84
PA/1883,80
PA/1884,77
PA/1885,87
PA/1886,81
PA/1887,75
PA/1888,85
PA/1889,86
PA/1890,87
PA/1891,87
PA/1892,71
PA/1893,71
PA/1894,75
PA/1895,76
PA/1896,85
PA/1897,72
PA/1898,80
PA/1899,76
PA/1900,75
PA/1901,78
PA/1902,67
PA/1903,75
PA/1904,79
PA/1905,82
PA/1906,68
PA/1907,81
PA/1908,81
PA/1909,84
PA/1910,86
PA/1911,86
PA/1912,68
PA/1913,71
PA/1914,84
PA/1915,68
PA/1916,82
PA/1917,75
PA/1918,70
PA/1919,75
PA/1920,72
PA/1921,82
PA/1922,70
PA/1923,79
PA/1924,79
PA/1925,75
PA/1926,81
PA/1927,76
PA/1928,85
PA/1929,70
PA/1930,80
PA/1931,81
PA/1932,75
PA/1933,87
PA/1934,83
PA/1935,82
PA/1936,67
PA/1937,70
PA/1938,76
PA/1939,72
PA/1940,77
PA/1941,71
PA/1942,77
PA/1943,67
PA/1944,81
PA/1945,80
PA/1946,68
PA/1947,73
PA/1948,68
PA/1949,78
PA/1950,86
PA/1951,69
PA/1952,81
PA/1953,68
PA/1954,75
PA/1955,67
PA/1956,75
PA/1957,87
PA/1958,78
PA/1959,80
PA/1960,79
PA/1961,72
PA/1962,86
PA/1963,68
PA/1964,79
PA/1965,83
PA/1966,73
PA/1967,84
PA/1968,82
PA/1969,80
PA/1970,68
PA/1971,77
PA/1972,87
PA/1973,85
PA/1974,76
PA/1975,84
PA/1976,87
PA/1977,72
PA/1978,76
PA/1979,71
PA/1980,85
PA/1981,86
PA/1982,77
PA/1983,77
PA/1984,71
PA/1985,70
PA/1986,71
PA/1987,84
PA/1988,70
PA/1989,70
PA/1990,84
PA/1991,74
PA/1992,81
PA/1993,85
PA/1994,68
PA/1995,78
PA/1996,73
PA/1997,80
PA/1998,72
PA/1999,75
PA/2000,80
PA/2001,78
PA/2002,73
PA/2003,81
PA/2004,87
PA/2005,71
PA/2006,72
PA/2007,71
PA/2008,79
PA/2009,77
PA/2010,69
PA/2011,84
PA/2012,76
PA/2013,73
PA/2014,67
PA/2015,86
PA/2016,71
PA/2017,81
PA/2018,68
PA/2019,78
PA/2020,70
PA/2021,83
PA/2022,84
PA/2023,86
PA/2024,75
PA/2025,85
PA/2026,79
PA/2027,86
PA/2028,73
PA/2029,77
PA/2030,83
PA/2031,72
PA/2032,78
PA/2033,68
PA/2034,85
PA/2035,72
PA/2036,77
PA/2037,82
PA/2038,74
PA/2039,86
PA/2040,72
PA/2041,78
PA/2042,86
PA/2043,79
PA/2044,82
PA/2045,74
PA/2046,71
PA/2047,87
PA/2048,69
PA/2049,79
PA/2050,79
PA/2051,74
PA/2052,70
PA/2053,81
PA/2054,84
PA/2055,68
PA/2056,81
PA/2057,77
PA/2058,83
PA/2059,67
PA/2060,69
PA/2061,84
PA/2062,73
PA/2063,83
PA/2064,87
PA/2065,79
PA/2066,68
PA/2067,79
PA/2068,75
PA/2069,74
PA/2070,81
PA/2071,76
PA/2072,86
PA/2073,74
PA/2074,72
PA/2075,68
PA/2076,69
PA/2077,80
PA/2078,83
PA/2079,76
PA/2080,76
PA/2081,80
PA/2082,83
PA/2083,72
PA/2084,84
PA/2085,69
PA/2086,84
PA/2087,79
PA/2088,73
PA/2089,75
PA/2090,86
PA/2091,80
PA/2092,83
PA/2093,72
PA/2094,78
PA/2095,71
PA/2096,67
PA/2097,68
PA/2098,81
PA/2099,84
PA/2100,79
PA/2101,74
PA/2102,85
PA/2103,68
PA/2104,76
PA/2105,86
PA/2106,76
PA/2107,75
PA/2108,83
PA/2109,72
PA/2110,77
PA/2111,67
PA/2112,77
PA/2113,67
PA/2114,79
PA/2115,87
PA/2116,77
PA/2117,77
PA/2118,82
PA/2119,84
PA/2120,72
PA/2121,84
PA/2122,70
PA/2123,78
PA/2124,82
PA/2125,86
PA/2126,79
PA/2127,78
PA/2128,74
PA/2129,81
PA/2130,80
PA/2131,68
PA/2132,70
PA/2133,84
PA/2134,78
PA/2135,81
PA/2136,85
PA/2137,78
PA/2138,84
PA/2139,68
PA/2140,74
PA/2141,86
PA/2142,67
PA/2143,72
PA/2144,68
PA/2145,73
PA/2146,85
PA/2147,80
PA/2148,79
PA/2149,87
PA/2150,82
PA/2151,76
PA/2152,75
PA/2153,76
PA/2154,80
PA/2155,80
PA/2156,77
PA/2157,70
PA/2158,70
PA/2159,87
PA/2160,69
PA/2161,76
PA/2162,74
PA/2163,73
PA/2164,84
PA/2165,69
PA/2166,82
PA/2167,69
PA/2168,70
PA/2169,71
PA/2170,78
PA/2171,67
PA/2172,87
PA/2173,81
PA/2174,83
PA/2175,87
PA/2176,86
PA/2177,68
PA/2178,79
PA/2179,69
PA/2180,86
PA/2181,71
PA/2182,82
PA/2183,85
PA/2184,68
PA/2185,71
PA/2186,76
PA/2187,76
PA/2188,77
PA/2189,82
PA/2190,72
PA/2191,79
PA/2192,68
PA/2193,83
PA/2194,82
PA/2195,68
PA/2196,84
PA/2197,84
PA/2198,80
PA/2199,87
PA/2200,85
PA/2201,68
PA/2202,87
PA/2203,83
PA/2204,71
PA/2205,85
PA/2206,78
PA/2207,77
PA/2208,80
PA/2209,71
PA/2210,72
PA/2211,85
PA/2212,85
PA/2213,77
PA/2214,79
PA/2215,76
PA/2216,85
PA/2217,82
PA/2218,79
PA/2219,68
PA/2220,85
PA/2221,78
PA/2222,72
PA/2223,67
PA/2224,85
PA/2225,77
PA/2226,86
PA/2227,69
PA/2228,74
PA/2229,72
PA/2230,81
PA/2231,85
PA/2232,84
PA/2233,78
PA/2234,81
PA/2235,68
PA/2236,75
PA/2237,85
PA/2238,76
PA/2239,74
PA/2240,82
PA/2241,76
PA/2242,70
PA/2243,77
PA/2244,78
PA/2245,81
PA/2246,81
PA/2247,84
PA/2248,70
PA/2249,80
PA/2250,79
PA/2251,83
PA/2252,75
PA/2253,73
PA/2254,69
PA/2255,82
PA/2256,67
PA/2257,71
PA/2258,68
PA/2259,84
PA/2260,71
PA/2261,74
PA/2262,74
PA/2263,78
PA/2264,83
PA/2265,74
PA/2266,78
PA/2267,72
PA/2268,74
PA/2269,78
PA/2270,67
PA/2271,71
PA/2272,85
PA/2273,81
PA/2274,68
PA/2275,69
PA/2276,69
PA/2277,73
PA/2278,81
PA/2279,69
PA/2280,78
PA/2281,82
PA/2282,86
PA/2283,78
PA/2284,71
PA/2285,87
PA/2286,73
PA/2287,79
PA/2288,80
PA/2289,77
PA/2290,75
PA/2291,74
PA/2292,71
PA/2293,83
PA/2294,67
PA/2295,71
PA/2296,78
PA/2297,84
PA/2298,84
PA/2299,69
PA/2300,72
PA/2301,82
PA/2302,81
PA/2303,69
PA/2304,78
PA/2305,87
PA/2306,78
PA/2307,76
PA/2308,82
PA/2309,82
PA/2310,73
PA/2311,73
PA/2312,81
PA/2313,71
PA/2314,76
PA/2315,85
PA/2316,70
PA/2317,72
PA/2318,73
PA/2319,75
PA/2320,77
PA/2321,83
PA/2322,81
PA/2323,82
PA/2324,67
PA/2325,71
PA/2326,84
PA/2327,67
PA/2328,76
PA/2329,85
PA/2330,83
PA/2331,84
PA/2332,77
PA/2333,74
PA/2334,74
PA/2335,73
PA/2336,83
PA/2337,85
PA/2338,74
PA/2339,69
PA/2340,81
PA/2341,84
PA/2342,70
PA/2343,82
PA/2344,83
PA/2345,81
PA/2346,80
PA/2347,78
PA/2348,77
PA/2349,77
PA/2350,75
PA/2351,68
PA/2352,76
PA/2353,72
PA/2354,67
PA/2355,84
PA/2356,80
PA/2357,86
PA/2358,83
PA/2359,80
PA/2360,78
PA/2361,82
PA/2362,85
PA/2363,85
PA/2364,73
PA/2365,83
PA/2366,72
PA/2367,77
PA/2368,75
PA/2369,70
PA/2370,71
PA/2371,67
PA/2372,78
PA/2373,67
PA/2374,69
PA/2375,80
PA/2376,72
PA/2377,83
PA/2378,72
PA/2379,81
PA/2380,79
PA/2381,74
PA/2382,86
PA/2383,73
PA/2384,75
PA/2385,87
PA/2386,71
PA/2387,87
PA/2388,68
PA/2389,78
PA/2390,69
PA/2391,72
PA/2392,78
PA/2393,81
PA/2394,87
PA/2395,81
PA/2396,71
PA/2397,71
PA/2398,86
PA/2399,72
PA/2400,68
PA/2401,87
PA/2402,76
PA/2403,82
PA/2404,86
PA/2405,67
PA/2406,77
PA/2407,72
PA/2408,67
PA/2409,68
PA/2410,87
PA/2411,78
PA/2412,83
PA/2413,70
PA/2414,71
PA/2415,79
PA/2416,78
PA/2417,86
PA/2418,74
PA/2419,83
PA/2420,78
PA/2421,74
PA/2422,72
PA/2423,87
PA/2424,71
PA/2425,78
PA/2426,70
PA/2427,74
PA/2428,72
PA/2429,77
PA/2430,71
PA/2431,85
PA/2432,87
PA/2433,80
PA/2434,69
PA/2435,76
PA/2436,73
PA/2437,80
PA/2438,68
PA/2439,68
PA/2440,76
PA/2441,85
PA/2442,81
PA/2443,72
PA/2444,79
PA/2445,87
PA/2446,77
PA/2447,81
PA/2448,87
PA/2449,79
PA/2450,73
PA/2451,74
PA/2452,76
PA/2453,68
PA/2454,80
PA/2455,86
PA/2456,85
PA/2457,86
PA/2458,76
PA/2459,75
PA/2460,79
PA/2461,82
PA/2462,79
PA/2463,72
PA/2464,76
PA/2465,82
PA/2466,77
PA/2467,83
PA/2468,76
PA/2469,74
PA/2470,68
PA/2471,82
PA/2472,80
PA/2473,71
PA/2474,79
PA/2475,84
PA/2476,74
PA/2477,71
PA/2478,69
PA/2479,79
PA/2480,68
PA/2481,76
PA/2482,87
PA/2483,79
PA/2484,83
PA/2485,86
PA/2486,74
PA/2487,85
PA/2488,79
PA/2489,81
PA/2490,83
PA/2491,86
PA/2492,84
PA/2493,74
PA/2494,87
PA/2495,78
PA/2496,72
PA/2497,83
PA/2498,73
PA/2499,74
PA/2500,70
PA/2501,74
PA/2502,81
PA/2503,86
PA/2504,69
PA/2505,69
PA/2506,83
PA/2507,74
PA/2508,73
PA/2509,68
PA/2510,70
PA/2511,72
PA/2512,79
PA/2513,69
PA/2514,79
PA/2515,74
PA/2516,79
PA/2517,83
PA/2518,78
PA/2519,67
PA/2520,74
PA/2521,73
PA/2522,87
PA/2523,79
PA/2524,74
PA/2525,81
PA/2526,67
PA/2527,73
PA/2528,81
PA/2529,79
PA/2530,84
PA/2531,67
PA/2532,74
PA/2533,76
PA/2534,74
PA/2535,70
PA/2536,71
PA/2537,67
PA/2538,78
PA/2539,77
PA/2540,79
PA/2541,87
PA/2542,68
PA/2543,69
PA/2544,67
PA/2545,72
PA/2546,87
PA/2547,75
PA/2548,78
PA/2549,85
PA/2550,83
PA/2551,69
PA/2552,75
PA/2553,85
PA/2554,79
PA/2555,73
PA/2556,71
PA/2557,84
PA/2558,76
PA/2559,68
PA/2560,85
PA/2561,72
PA/2562,76
PA/2563,74
PA/2564,82
PA/2565,69
PA/2566,85
PA/2567,78
PA/2568,86
PA/2569,87
PA/2570,81
PA/2571,70
PA/2572,76
PA/2573,83
PA/2574,87
PA/2575,81
PA/2576,83
PA/2577,68
PA/2578,81
PA/2579,84
PA/2580,72
PA/2581,83
PA/2582,80
PA/2583,75
PA/2584,82
PA/2585,84
PA/2586,82
PA/2587,72
PA/2588,79
PA/2589,82
PA/2590,70
PA/2591,83
PA/2592,68
PA/2593,75
PA/2594,69
PA/2595,71
PA/2596,68
PA/2597,80
PA/2598,68
PA/2599,72
PA/2600,86
PA/2601,74
PA/2602,87
PA/2603,72
PA/2604,84
PA/2605,86
PA/2606,70
PA/2607,76
PA/2608,80
PA/2609,84
PA/2610,85
PA/2611,73
PA/2612,77
PA/2613,75
PA/2614,76
PA/2615,73
PA/2616,71
PA/2617,79
PA/2618,69
PA/2619,69
PA/2620,73
PA/2621,83
PA/2622,85
PA/2623,70
PA/2624,86
PA/2625,71
PA/2626,81
PA/2627,78
PA/2628,75
PA/2629,67
PA/2630,84
PA/2631,75
PA/2632,81
PA/2633,78
PA/2634,80
PA/2635,68
PA/2636,73
PA/2637,86
PA/2638,78
PA/2639,85
PA/2640,71
PA/2641,85
PA/2642,79
PA/2643,86
PA/2644,85
PA/2645,71
PA/2646,85
PA/2647,86
PA/2648,83
PA/2649,72
PA/2650,72
PA/2651,78
PA/2652,84
PA/2653,80
PA/2654,68
PA/2655,82
PA/2656,77
PA/2657,76
PA/2658,85
PA/2659,86
PA/2660,86
PA/2661,73
PA/2662,79
PA/2663,76
PA/2664,79
PA/2665,85
PA/2666,78
PA/2667,80
PA/2668,74
PA/2669,85
PA/2670,87
PA/2671,79
PA/2672,81
PA/2673,76
PA/2674,80
PA/2675,83
PA/2676,83
PA/2677,74
PA/2678,86
PA/2679,85
PA/2680,74
PA/2681,69
PA/2682,79
PA/2683,80
PA/2684,85
PA/2685,79
PA/2686,82
PA/2687,84
PA/2688,67
PA/2689,85
PA/2690,68
PA/2691,67
PA/2692,71
PA/2693,69
PA/2694,68
PA/2695,70
PA/2696,74
PA/2697,85
PA/2698,83
PA/2699,84
PA/2700,70
PA/2701,82
PA/2702,82
PA/2703,69
PA/2704,72
PA/2705,72
PA/2706,87
PA/2707,84
PA/2708,75
PA/2709,77
PA/2710,81
PA/2711,72
PA/2712,74
PA/2713,79
PA/2714,77
PA/2715,71
PA/2716,80
PA/2717,71
PA/2718,71
PA/2719,86
PA/2720,70
PA/2721,75
PA/2722,84
PA/2723,81
PA/2724,86
PA/2725,86
PA/2726,75
PA/2727,74
PA/2728,85
PA/2729,71
PA/2730,84
PA/2731,74
PA/2732,73
PA/2733,78
PA/2734,78
PA/2735,86
PA/2736,85
PA/2737,78
PA/2738,78
PA/2739,72
PA/2740,75
PA/2741,71
PA/2742,72
PA/2743,69
PA/2744,71
PA/2745,70
PA/2746,82
PA/2747,85
PA/2748,75
PA/2749,68
PA/2750,86
PA/2751,71
PA/2752,74
PA/2753,75
PA/2754,85
PA/2755,73
PA/2756,73
PA/2757,75
PA/2758,69
PA/2759,80
PA/2760,78
PA/2761,76
PA/2762,85
PA/2763,68
PA/2764,85
PA/2765,70
PA/2766,82
PA/2767,75
PA/2768,68
PA/2769,76
PA/2770,78
PA/2771,84
PA/2772,81
PA/2773,67
PA/2774,72
PA/2775,67
PA/2776,70
PA/2777,87
PA/2778,77
PA/2779,67
PA/2780,81
PA/2781,76
PA/2782,83
PA/2783,71
PA/2784,87
PA/2785,72
PA/2786,67
PA/2787,79
PA/2788,70
PA/2789,85
PA/2790,78
PA/2791,71
PA/2792,79
PA/2793,70
PA/2794,67
PA/2795,85
PA/2796,78
PA/2797,77
PA/2798,81
PA/2799,77
PA/2800,84
PA/2801,79
PA/2802,81
PA/2803,81
PA/2804,77
PA/2805,68
PA/2806,86
PA/2807,86
PA/2808,83
PA/2809,87
PA/2810,71
PA/2811,83
PA/2812,75
PA/2813,82
PA/2814,76
PA/2815,69
PA/2816,79
PA/2817,83
PA/2818,67
PA/2819,82
PA/2820,76
PA/2821,71
PA/2822,78
PA/2823,71
PA/2824,83
PA/2825,84
PA/2826,81
PA/2827,70
PA/2828,69
PA/2829,76
PA/2830,84
PA/2831,79
PA/2832,77
PA/2833,76
PA/2834,73
PA/2835,83
PA/2836,74
PA/2837,69
PA/2838,83
PA/2839,73
PA/2840,81
PA/2841,76
PA/2842,71
PA/2843,76
PA/2844,80
PA/2845,80
PA/2846,70
PA/2847,72
PA/2848,82
PA/2849,85
PA/2850,77
PA/2851,72
PA/2852,79
PA/2853,72
PA/2854,87
PA/2855,85
PA/2856,83
PA/2857,84
PA/2858,84
PA/2859,77
PA/2860,82
PA/2861,79
PA/2862,84
PA/2863,80
PA/2864,67
PA/2865,80
PA/2866,82
PA/2867,72
PA/2868,70
PA/2869,74
PA/2870,68
PA/2871,73
PA/2872,81
PA/2873,82
PA/2874,71
PA/2875,84
PA/2876,84
PA/2877,71
PA/2878,76
PA/2879,77
PA/2880,68
PA/2881,84
PA/2882,79
PA/2883,70
PA/2884,77
PA/2885,81
PA/2886,84
PA/2887,76
PA/2888,79
PA/2889,86
PA/2890,72
PA/2891,74
PA/2892,72
PA/2893,80
PA/2894,75
PA/2895,67
PA/2896,72
PA/2897,68
PA/2898,80
PA/2899,76
PA/2900,87
PA/2901,73
PA/2902,77
PA/2903,74
PA/2904,67
PA/2905,79
PA/2906,71
PA/2907,69
PA/2908,85
PA/2909,72
PA/2910,75
PA/2911,74
PA/2912,87
PA/2913,77
PA/2914,81
PA/2915,84
PA/2916,67
PA/2917,68
PA/2918,81
PA/2919,78
PA/2920,87
PA/2921,87
PA/2922,76
PA/2923,76
PA/2924,86
PA/2925,72
PA/2926,70
PA/2927,74
PA/2928,75
PA/2929,86
PA/2930,70
PA/2931,86
PA/2932,87
PA/2933,74
PA/2934,74
PA/2935,84
PA/2936,71
PA/2937,83
PA/2938,75
PA/2939,70
PA/2940,74
PA/2941,84
PA/2942,80
PA/2943,79
PA/2944,80
PA/2945,76
PA/2946,73
PA/2947,68
PA/2948,79
PA/2949,85
PA/2950,70
PA/2951,77
PA/2952,68
PA/2953,84
PA/2954,67
PA/2955,68
PA/2956,77
PA/2957,71
PA/2958,76
PA/2959,69
PA/2960,87
PA/2961,85
PA/2962,70
PA/2963,68
PA/2964,71
PA/2965,76
PA/2966,75
PA/2967,81
PA/2968,74
PA/2969,67
PA/2970,74
PA/2971,75
PA/2972,76
PA/2973,73
PA/2974,73
PA/2975,77
PA/2976,68
PA/2977,70
PA/2978,69
PA/2979,67
PA/2980,86
PA/2981,83
PA/2982,68
PA/2983,76
PA/2984,76
PA/2985,84
PA/2986,68
PA/2987,76
PA/2988,87
PA/2989,79
PA/2990,86
PA/2991,69
PA/2992,68
PA/2993,68
PA/2994,84
PA/2995,69
PA/2996,74
PA/2997,78
PA/2998,85
PA/2999,71
PA/3000,70
PA/3001,85
PA/3002,80
PA/3003,81
PA/3004,79
PA/3005,73
PA/3006,76
PA/3007,81
PA/3008,84
PA/3009,87
PA/3010,84
PA/3011,77
PA/3012,77
PA/3013,74
PA/3014,86
PA/3015,85
PA/3016,67
PA/3017,68
PA/3018,86
PA/3019,72
PA/3020,81
PA/3021,79
PA/3022,78
PA/3023,72
PA/3024,69
PA/3025,76
PA/3026,78
PA/3027,70
PA/3028,71
PA/3029,76
PA/3030,70
PA/3031,80
PA/3032,77
PA/3033,85
PA/3034,81
PA/3035,87
PA/3036,74
PA/3037,87
PA/3038,67
PA/3039,80
PA/3040,85
PA/3041,82
PA/3042,82
PA/3043,73
PA/3044,84
PA/3045,77
PA/3046,81
PA/3047,67
PA/3048,71
PA/3049,87
PA/3050,83
PA/3051,86
PA/3052,83
PA/3053,67
PA/3054,86
PA/3055,85
PA/3056,80
PA/3057,81
PA/3058,86
PA/3059,85
PA/3060,84
PA/3061,87
PA/3062,86
PA/3063,87
PA/3064,74
PA/3065,80
PA/3066,86
PA/3067,80
PA/3068,79
PA/3069,80
PA/3070,79
PA/3071,86
PA/3072,80
PA/3073,67
PA/3074,73
PA/3075,69
PA/3076,74
PA/3077,76
PA/3078,76
PA/3079,87
PA/3080,69
PA/3081,74
PA/3082,84
PA/3083,85
PA/3084,75
PA/3085,75
PA/3086,84
PA/3087,79
PA/3088,87
PA/3089,86
PA/3090,68
PA/3091,75
PA/3092,82
PA/3093,77
PA/3094,82
PA/3095,86
PA/3096,85
PA/3097,78
PA/3098,69
PA/3099,72
PA/3100,74
PA/3101,73
PA/3102,81
PA/3103,67
PA/3104,85
PA/3105,86
PA/3106,74
PA/3107,83
PA/3108,69
PA/3109,83
PA/3110,83
PA/3111,76
PA/3112,75
PA/3113,73
PA/3114,77
PA/3115,78
PA/3116,67
PA/3117,86
PA/3118,80
PA/3119,71
PA/3120,74
PA/3121,67
PA/3122,72
PA/3123,75
PA/3124,79
PA/3125,70
PA/3126,84
PA/3127,82
PA/3128,71
PA/3129,84
PA/3130,73
PA/3131,82
PA/3132,81
PA/3133,72
PA/3134,83
PA/3135,75
PA/3136,85
PA/3137,79
PA/3138,85
PA/3139,85
PA/3140,84
PA/3141,73
PA/3142,72
PA/3143,79
PA/3144,78
PA/3145,78
PA/3146,82
PA/3147,85
PA/3148,75
PA/3149,71
PA/3150,85
PA/3151,83
PA/3152,69
PA/3153,84
PA/3154,84
PA/3155,82
PA/3156,82
PA/3157,72
PA/3158,71
PA/3159,67
PA/3160,67
PA/3161,84
PA/3162,87
PA/3163,86
PA/3164,70
PA/3165,79
PA/3166,69
PA/3167,83
PA/3168,86
PA/3169,69
PA/3170,84
PA/3171,72
PA/3172,79
PA/3173,87
PA/3174,86
PA/3175,78
PA/3176,81
PA/3177,71
PA/3178,76
PA/3179,81
PA/3180,76
PA/3181,84
PA/3182,70
PA/3183,70
PA/3184,71
PA/3185,87
PA/3186,76
PA/3187,76
PA/3188,81
PA/3189,82
PA/3190,68
PA/3191,84
PA/3192,78
PA/3193,75
PA/3194,72
PA/3195,76
PA/3196,73
PA/3197,69
PA/3198,69
PA/3199,85
PA/3200,83
PA/3201,67
PA/3202,81
PA/3203,79
PA/3204,75
PA/3205,83
PA/3206,83
PA/3207,75
PA/3208,85
PA/3209,67
PA/3210,76
PA/3211,86
PA/3212,76
PA/3213,71
PA/3214,68
PA/3215,79
PA/3216,70
PA/3217,74
PA/3218,68
PA/3219,84
PA/3220,69
PA/3221,77
PA/3222,77
PA/3223,74
PA/3224,86
PA/3225,67
PA/3226,73
PA/3227,81
PA/3228,74
PA/3229,79
PA/3230,83
PA/3231,81
PA/3232,76
PA/3233,74
PA/3234,74
PA/3235,80
PA/3236,73
PA/3237,67
PA/3238,71
PA/3239,82
PA/3240,86
PA/3241,78
PA/3242,68
PA/3243,82
PA/3244,69
PA/3245,80
PA/3246,72
PA/3247,75
PA/3248,86
PA/3249,82
PA/3250,73
PA/3251,68
PA/3252,71
PA/3253,82
PA/3254,79
PA/3255,81
PA/3256,81
PA/3257,71
PA/3258,67
PA/3259,75
PA/3260,68
PA/3261,87
PA/3262,69
PA/3263,83
PA/3264,79
PA/3265,67
PA/3266,86
PA/3267,73
PA/3268,73
PA/3269,68
PA/3270,73
PA/3271,85
PA/3272,81
PA/3273,81
PA/3274,80
PA/3275,77
PA/3276,81
PA/3277,75
PA/3278,87
PA/3279,83
PA/3280,80
PA/3281,76
PA/3282,79
PA/3283,69
PA/3284,82
PA/3285,80
PA/3286,74
PA/3287,73
PA/3288,72
PA/3289,71
PA/3290,83
PA/3291,78
PA/3292,82
PA/3293,75
PA/3294,67
PA/3295,80
PA/3296,87
PA/3297,84
PA/3298,74
PA/3299,79
PA/3300,80
PA/3301,83
PA/3302,86
PA/3303,75
PA/3304,82
PA/3305,72
PA/3306,72
PA/3307,75
PA/3308,67
PA/3309,81
PA/3310,83
PA/3311,67
PA/3312,75
PA/3313,75
PA/3314,82
PA/3315,70
PA/3316,71
PA/3317,79
PA/3318,70
PA/3319,68
PA/3320,77
PA/3321,67
PA/3322,77
PA/3323,77
PA/3324,84
PA/3325,80
PA/3326,87
PA/3327,83
PA/3328,82
PA/3329,75
PA/3330,84
PA/3331,77
PA/3332,67
PA/3333,82
PA/3334,85
PA/3335,74
PA/3336,79
PA/3337,69
PA/3338,80
PA/3339,74
PA/3340,87
PA/3341,74
PA/3342,71
PA/3343,68
PA/3344,82
PA/3345,79
PA/3346,81
PA/3347,85
PA/3348,82
PA/3349,74
PA/3350,84
PA/3351,68
PA/3352,67
PA/3353,79
PA/3354,76
PA/3355,76
PA/3356,68
PA/3357,71
PA/3358,75
PA/3359,80
PA/3360,81
PA/3361,81
PA/3362,86
PA/3363,76
PA/3364,86
PA/3365,85
PA/3366,70
PA/3367,73
PA/3368,83
PA/3369,74
PA/3370,76
PA/3371,80
PA/3372,74
PA/3373,80
PA/3374,68
PA/3375,82
PA/3376,84
PA/3377,73
PA/3378,81
PA/3379,73
PA/3380,73
PA/3381,86
PA/3382,77
PA/3383,74
PA/3384,82
PA/3385,86
PA/3386,70
PA/3387,78
PA/3388,78
PA/3389,83
PA/3390,68
PA/3391,69
PA/3392,81
PA/3393,76
PA/3394,76
PA/3395,87
PA/3396,76
PA/3397,80
PA/3398,87
PA/3399,67
PA/3400,81
PA/3401,87
PA/3402,74
PA/3403,74
PA/3404,77
PA/3405,74
PA/3406,79
PA/3407,76
PA/3408,74
PA/3409,86
PA/3410,73
PA/3411,77
PA/3412,84
PA/3413,83
PA/3414,76
PA/3415,74
PA/3416,71
PA/3417,79
PA/3418,74
PA/3419,87
PA/3420,67
PA/3421,71
PA/3422,87
PA/3423,86
PA/3424,84
PA/3425,87
PA/3426,87
PA/3427,67
PA/3428,72
PA/3429,69
PA/3430,83
PA/3431,67
PA/3432,78
PA/3433,77
PA/3434,79
PA/3435,70
PA/3436,73
PA/3437,86
PA/3438,68
PA/3439,83
PA/3440,75
PA/3441,71
PA/3442,73
PA/3443,84
PA/3444,87
PA/3445,74
PA/3446,87
PA/3447,70
PA/3448,77
PA/3449,82
PA/3450,71
PA/3451,82
PA/3452,83
PA/3453,71
PA/3454,76
PA/3455,72
PA/3456,78
PA/3457,78
PA/3458,77
PA/3459,74
PA/3460,71
PA/3461,75
PA/3462,70
PA/3463,73
PA/3464,81
PA/3465,83
PA/3466,83
PA/3467,85
PA/3468,83
PA/3469,83
PA/3470,83
PA/3471,71
PA/3472,86
PA/3473,84
PA/3474,71
PA/3475,85
PA/3476,82
PA/3477,76
PA/3478,78
PA/3479,67
PA/3480,84
PA/3481,81
PA/3482,79
PA/3483,79
PA/3484,78
PA/3485,79
PA/3486,68
PA/3487,83
PA/3488,75
PA/3489,67
PA/3490,77
PA/3491,86
PA/3492,75
PA/3493,74
PA/3494,78
PA/3495,86
PA/3496,68
PA/3497,85
PA/3498,76
PA/3499,68
PA/3500,83
PA/3501,86
PA/3502,74
PA/3503,68
PA/3504,84
PA/3505,71
PA/3506,85
PA/3507,86
PA/3508,84
PA/3509,82
PA/3510,83
PA/3511,78
PA/3512,68
PA/3513,87
PA/3514,79
PA/3515,68
PA/3516,86
PA/3517,74
PA/3518,78
PA/3519,81
PA/3520,85
PA/3521,81
PA/3522,80
PA/3523,72
PA/3524,80
PA/3525,74
PA/3526,87
PA/3527,77
PA/3528,76
PA/3529,77
PA/3530,77
PA/3531,68
PA/3532,83
PA/3533,79
PA/3534,83
PA/3535,81
PA/3536,79
PA/3537,80
PA/3538,69
PA/3539,70
PA/3540,68
PA/3541,71
PA/3542,72
PA/3543,70
PA/3544,86
PA/3545,82
PA/3546,79
PA/3547,74
PA/3548,87
PA/3549,76
PA/3550,70
PA/3551,77
PA/3552,71
PA/3553,74
PA/3554,69
PA/3555,86
PA/3556,77
PA/3557,75
PA/3558,75
PA/3559,83
PA/3560,81
PA/3561,80
PA/3562,82
PA/3563,87
PA/3564,80
PA/3565,73
PA/3566,69
PA/3567,68
PA/3568,82
PA/3569,70
PA/3570,70
PA/3571,68
PA/3572,84
PA/3573,71
PA/3574,71
PA/3575,87
PA/3576,77
PA/3577,77
PA/3578,82
PA/3579,86
PA/3580,79
PA/3581,85
PA/3582,81
PA/3583,85
PA/3584,75
PA/3585,81
PA/3586,72
PA/3587,82
PA/3588,75
PA/3589,86
PA/3590,80
PA/3591,69
PA/3592,70
PA/3593,81
PA/3594,67
PA/3595,77
PA/3596,72
PA/3597,75
PA/3598,80
PA/3599,87
PA/3600,74
PA/3601,71
PA/3602,86
PA/3603,71
PA/3604,68
PA/3605,72
PA/3606,74
PA/3607,81
PA/3608,84
PA/3609,85
PA/3610,73
PA/3611,75
PA/3612,74
PA/3613,77
PA/3614,76
PA/3615,79
PA/3616,75
PA/3617,79
PA/3618,78
PA/3619,67
PA/3620,87
PA/3621,81
PA/3622,79
